pair,asset_a,asset_b,window_start,window_end,stat,pvalue
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2023-04-02T22:27:00.000000,2023-05-02T21:27:00.000000,-1.76694868628804,0.6456329163457344
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2023-07-21T14:27:00.000000,2023-08-20T13:27:00.000000,-2.4645910522736925,0.29490466698868983
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2023-09-23T17:27:00.000000,2023-10-23T16:27:00.000000,-2.435158981590616,0.3083887706645555
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2023-09-28T18:27:00.000000,2023-10-28T17:27:00.000000,-2.958992009362278,0.12027771969798068
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2023-10-13T05:27:00.000000,2023-11-12T04:27:00.000000,-2.1343820890277083,0.45841334453079147
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2023-10-19T02:27:00.000000,2023-11-18T01:27:00.000000,-2.189911811837513,0.4295717217006601
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2023-12-12T05:27:00.000000,2024-01-11T04:27:00.000000,-1.561570567480784,0.7368339594885547
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2024-01-18T03:27:00.000000,2024-02-17T02:27:00.000000,-0.90254329218254,0.9198275819409445
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2024-04-06T01:27:00.000000,2024-05-06T00:27:00.000000,-2.690137178956335,0.20314595407730673
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2024-04-09T12:27:00.000000,2024-05-09T11:27:00.000000,-1.6528141979553725,0.6980920466016827
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2024-04-18T00:27:00.000000,2024-05-17T23:27:00.000000,-2.0712685824117196,0.49139082956396324
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2024-05-03T10:27:00.000000,2024-06-02T09:27:00.000000,-2.8823348383689225,0.1408872334976976
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2024-09-18T14:27:00.000000,2024-10-18T13:27:00.000000,-1.068315339949391,0.8891057416261248
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2024-09-26T19:27:00.000000,2024-10-26T18:27:00.000000,-0.8467208522020269,0.9282810377256078
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2024-10-25T10:27:00.000000,2024-11-24T09:27:00.000000,-2.675206237852019,0.20862241554124944
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2024-11-22T14:27:00.000000,2024-12-22T13:27:00.000000,-1.5109786766068585,0.7569581786564454
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2024-12-03T18:27:00.000000,2025-01-02T17:27:00.000000,-2.012812579557495,0.5219117414826958
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2024-12-07T11:27:00.000000,2025-01-06T10:27:00.000000,-2.6873130210835003,0.20417479746169875
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2024-12-07T13:27:00.000000,2025-01-06T12:27:00.000000,-2.4010640398015846,0.3243511908115038
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2024-12-24T05:27:00.000000,2025-01-23T04:27:00.000000,-2.504883828081568,0.27691936475782924
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2025-01-07T16:27:00.000000,2025-02-06T15:27:00.000000,-1.638579477661384,0.7043346625705139
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2025-01-19T00:27:00.000000,2025-02-17T23:27:00.000000,-4.1776679619056045,0.003942449790783358
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2025-01-29T02:27:00.000000,2025-02-28T01:27:00.000000,-2.4519996045471446,0.3006386789014769
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2025-03-25T22:27:00.000000,2025-04-24T21:27:00.000000,-1.867417189521414,0.5964361880101311
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2025-05-10T17:27:00.000000,2025-06-09T16:27:00.000000,-1.6572456006866687,0.6961342629277998
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2025-05-24T02:27:00.000000,2025-06-23T01:27:00.000000,-1.377174133806901,0.805230160219678
BCH_GBP-XRP_GBP,BCH_GBP,XRP_GBP,2025-07-02T09:27:00.000000,2025-08-01T08:27:00.000000,-1.536741354164325,0.7468354215062949
